iter	Logloss
424	0.3042433756
425	0.3041070383
426	0.3039468592
427	0.3038216655
428	0.303573976
429	0.3033551563
430	0.3032206196
431	0.3030844571
432	0.3029565101
433	0.3027000014
434	0.3024763087
435	0.3023177736
436	0.3021616188
437	0.3020462167
438	0.3018817022
439	0.3016691789
440	0.301497922
441	0.3013197929
442	0.3011814457
443	0.3009443747
444	0.3007871263
445	0.3006002954
446	0.3004503247
447	0.3002302717
448	0.3000290063
449	0.2998057072
450	0.2995697964
451	0.2994324565
452	0.2993102146
453	0.2991693561
454	0.2989517994
455	0.2988468426
456	0.2986650193
457	0.2985137734
458	0.2983015085
459	0.2982151728
460	0.2980098482
461	0.2978451837
462	0.2976879531
463	0.2975402097
464	0.2973896118
465	0.2972046052
466	0.2969927038
467	0.2967808968
468	0.2966095303
469	0.2964534196
470	0.2962568302
471	0.2960875784
472	0.2959475466
473	0.2957873225
474	0.2956553444
475	0.2955015704
476	0.2953530775
477	0.2951166072
478	0.2949605651
479	0.294803237
480	0.2946057798
481	0.2944250381
482	0.2942469316
483	0.2940503506
484	0.2938963774
485	0.2937430359
486	0.2935953602
487	0.2934964256
488	0.2933592262
489	0.2932168376
490	0.2931198361
491	0.2929407098
492	0.292777664
493	0.2926406044
494	0.292452021
495	0.2922632239
496	0.2921232943
497	0.2920165416
498	0.2918388083
499	0.2916234621
500	0.2913970293
501	0.2912458947
502	0.2910594085
503	0.2909098802
504	0.2907580091
505	0.2905747437
506	0.2904245434
507	0.2902463014
508	0.2899951799
509	0.2898988474
510	0.2897538259
511	0.2895318472
512	0.2894081716
513	0.2892986018
514	0.2891273267
515	0.2889399764
516	0.2887518789
517	0.2885191619
518	0.2883947317
519	0.2881855986
520	0.2880375922
521	0.2878801585
522	0.2877400364
523	0.2876135089
524	0.287515922
525	0.2873616896
526	0.2870411762
527	0.2868966096
528	0.2866861747
529	0.286559168
530	0.2864347411
531	0.2863208509
532	0.2861178114
533	0.2859906888
534	0.285762539
535	0.2856709247
536	0.2855296733
537	0.2854168774
538	0.285259802
539	0.2850704751
540	0.2849349954
541	0.2848080404
542	0.2846635123
543	0.2844586612
544	0.2843001847
545	0.2841555661
546	0.2840451537
547	0.2838945438
548	0.2837816546
549	0.2836446319
550	0.2834687053
551	0.2832988419
552	0.2831620414
553	0.2830179466
554	0.2828461592
555	0.2827161971
556	0.2826129774
557	0.2824835013
558	0.2823320596
559	0.2821938688
560	0.2820648943
561	0.2819076126
562	0.281761632
563	0.2816621893
564	0.2814456305
565	0.2812879278
566	0.2810929326
567	0.2809053634
568	0.2807097973
569	0.2805664291
570	0.2804402647
571	0.2803231915
572	0.2802104276
573	0.2800190544
574	0.2798838184
575	0.2797489917
576	0.2796273548
577	0.2794907462
578	0.2793324916
579	0.2791978721
580	0.2790757063
581	0.2789399602
582	0.2787897592
583	0.2786736436
584	0.2785113675
585	0.2783555598
586	0.2782040508
587	0.2780745203
588	0.2778861421
589	0.2777436848
590	0.2776168402
591	0.2774356996
592	0.277195521
593	0.2770814816
594	0.2769057328
595	0.2767860274
596	0.2766737202
597	0.2764882313
598	0.276329418
599	0.2761674465
600	0.2760636257
601	0.275894507
602	0.2757359355
603	0.2755638262
604	0.2754438154
605	0.2752981793
606	0.2751683866
607	0.27496431
608	0.2748060566
609	0.274654411
610	0.274535994
611	0.2743124025
612	0.2741442614
613	0.2740299405
614	0.2738636432
615	0.2737476506
616	0.2736326804
617	0.2734927259
618	0.2733495662
619	0.2732051286
620	0.2730505794
621	0.2729521871
622	0.2728276425
623	0.2726795418
624	0.2725712769
625	0.2724367068
626	0.2722591892
627	0.2721376063
628	0.2720084043
629	0.2718880317
630	0.2717317876
631	0.2715837081
632	0.2715167993
633	0.2713629077
634	0.2712173275
635	0.2711225852
636	0.2710045523
637	0.2708182309
638	0.2706512334
639	0.2705247274
640	0.2704004072
641	0.270252744
642	0.2701461732
643	0.2700401576
644	0.2699118748
645	0.2698112795
646	0.2696764844
647	0.2695319651
648	0.2693880476
649	0.2693048222
650	0.2691575404
651	0.2690508225
652	0.2689384227
653	0.2688149345
654	0.2686156093
655	0.2684511919
656	0.2683328311
657	0.2681275977
658	0.268019311
659	0.2678346432
660	0.2677307793
661	0.2676011068
662	0.2675384096
663	0.2673778604
664	0.2672904482
665	0.2671904508
666	0.2670431995
667	0.266932717
668	0.2667284214
669	0.2665934884
670	0.2664529264
671	0.2662786388
672	0.266117951
673	0.2659887977
674	0.2658371669
675	0.2656487042
676	0.2655432484
677	0.2653909083
678	0.2652248749
679	0.2650913298
680	0.2649948892
681	0.2648737166
682	0.2647360322
683	0.2646553199
684	0.26447395
685	0.2643617138
686	0.2642567037
687	0.2641359012
688	0.2640070508
689	0.2639102325
690	0.2637577155
691	0.2636334598
692	0.2634694787
693	0.2633499845
694	0.2632567569
695	0.2631895184
696	0.2630987304
697	0.2629937001
698	0.2628144099
699	0.2626595891
700	0.2624121289
701	0.2621671816
702	0.2620099667
703	0.2619157217
704	0.2617648097
705	0.2616671752
706	0.2615896015
707	0.2614597015
708	0.2613058385
709	0.2612041767
710	0.2610904649
711	0.2609938343
712	0.2608555679
713	0.260691707
714	0.2605448104
715	0.2603373829
716	0.2602468957
717	0.2601005644
718	0.2600021612
719	0.2598901978
720	0.2597862806
721	0.259659002
722	0.2595881657
723	0.2594730426
724	0.2593257921
725	0.2591791843
726	0.2590662165
727	0.2589124856
728	0.258746718
729	0.2586429009
730	0.2585014793
731	0.2583522807
732	0.2582566119
733	0.2581486893
734	0.2580077041
735	0.2579100317
736	0.2578021183
737	0.2576913992
738	0.2575201476
739	0.2574293215
740	0.2572868372
741	0.2572007357
742	0.2571061948
743	0.2569329457
744	0.2567774283
745	0.2566727938
746	0.2565712024
747	0.2563271886
748	0.2561779241
749	0.2560986779
750	0.2559605949
751	0.2557885832
752	0.2556822291
753	0.2554788028
754	0.2553733175
755	0.2552761429
756	0.2551744207
757	0.2550827182
758	0.254969724
759	0.2548516758
760	0.2547403543
761	0.2546185127
762	0.2543981114
763	0.2542130558
764	0.2541391088
765	0.2540132777
766	0.2538758606
767	0.2536748927
768	0.2535309512
769	0.2533374853
770	0.2532076703
771	0.2531181504
772	0.2530080727
773	0.252890976
774	0.2527200747
775	0.2525727948
776	0.2524467997
777	0.2522894767
778	0.2522060353
779	0.2521213965
780	0.2519950964
781	0.2519114126
782	0.2517106762
783	0.2515687466
784	0.2514512097
785	0.2513408083
786	0.2512656225
787	0.2511622097
788	0.2510414517
789	0.2508666276
790	0.2507916202
791	0.2506768209
792	0.2505619618
793	0.2504386389
794	0.2503342593
795	0.2502295553
796	0.2500335708
797	0.2499107023
798	0.2497765143
799	0.2496581563
800	0.2494743577
801	0.249344583
802	0.2492478176
803	0.2491706885
804	0.2490122219
805	0.248917219
806	0.2487866144
807	0.2486599059
808	0.2485477115
809	0.2484488616
810	0.2483249211
811	0.2482185719
812	0.2480728279
813	0.2479985114
814	0.2478514696
815	0.2477631164
816	0.2476471734
817	0.2475437899
818	0.2474457594
819	0.2473138757
820	0.2472480871
821	0.2470596242
822	0.2469452667
823	0.246846434
824	0.2467611822
825	0.246623738
826	0.2464803027
827	0.2463831803
828	0.2462776293
829	0.2461991355
830	0.2460700335
831	0.2459394405
832	0.2458216744
833	0.2456617453
834	0.245577723
835	0.2454681239
836	0.2452822672
837	0.2451623883
838	0.2449939317
839	0.2448559852
840	0.2447435062
841	0.2446574139
842	0.2445847655
843	0.2444423532
844	0.2442995809
845	0.2442058073
846	0.2441237925
847	0.2440270937
848	0.2439045815
849	0.2437698471
850	0.2436631526
851	0.2435712186
852	0.2434688887
853	0.2433603125
854	0.2432852353
855	0.2431707112
856	0.2431274531
857	0.2430386192
858	0.2429713817
859	0.2428493229
860	0.242780737
861	0.2426556146
862	0.2425915698
863	0.2424639353
864	0.2423033399
865	0.2421883955
866	0.2420664913
867	0.2419278296
868	0.2418092517
869	0.2417172715
870	0.2415632907
871	0.241484651
872	0.2413012917
873	0.2412119614
874	0.2411098933
875	0.2410112046
876	0.2408827251
877	0.2407737412
878	0.2406554028
879	0.2405311351
880	0.2404042405
881	0.2402330736
882	0.2400472474
883	0.2399726118
884	0.2398944531
885	0.2397772495
886	0.2396697848
887	0.2395606653
888	0.239462471
889	0.2393299314
890	0.239262714
891	0.239171033
892	0.2390388583
893	0.2389256447
894	0.2388006106
895	0.2387240407
896	0.2386009946
897	0.2384603844
898	0.2383831285
899	0.2382929761
900	0.238259195
901	0.2381874011
902	0.2381025572
903	0.2379765334
904	0.2377896605
905	0.2375466568
906	0.2374432767
907	0.2373387265
908	0.2372733625
909	0.2371833512
910	0.2370566196
911	0.2369244121
912	0.2368285099
913	0.2367900782
914	0.2366705099
915	0.2366143519
916	0.2364929783
917	0.2363934421
918	0.2362917936
919	0.2361704324
920	0.236001535
921	0.235896659
922	0.2358123949
923	0.2357185459
924	0.2356235972
925	0.235450546
926	0.2353287997
927	0.2352201187
928	0.235090605
929	0.2349775451
930	0.2348737606
931	0.2347833464
932	0.2346594956
933	0.2345557156
934	0.2344629126
935	0.2343590171
936	0.2341940579
937	0.2340796862
938	0.2339793181
939	0.2339112033
940	0.2337937332
941	0.2337099439
942	0.2336541264
943	0.2334862968
944	0.2332427241
945	0.2331333932
946	0.2330538197
947	0.2329566124
948	0.2327758252
949	0.2326132537
950	0.2325341732
951	0.2324844553
952	0.2324161639
953	0.2323354548
954	0.2322264863
955	0.2320575152
956	0.2319431431
957	0.2318141059
958	0.2317454166
959	0.2315453293
960	0.2314515096
961	0.2312803512
962	0.2311898622
963	0.2310936
964	0.2309890037
965	0.2308471654
966	0.2307838387
967	0.2307083431
968	0.2306208856
969	0.2305523863
970	0.2304107548
971	0.2302481513
972	0.2301657331
973	0.2300848706
974	0.2299949079
975	0.2298921487
976	0.2298167186
977	0.2296777517
978	0.2295943664
979	0.2294606303
980	0.2293432678
981	0.2292445386
982	0.2291521584
983	0.2290621818
984	0.2289936893
985	0.2289067418
986	0.2288447193
987	0.2287200131
988	0.2286223447
989	0.2285221775
990	0.2284334877
991	0.2283502842
992	0.2281901889
993	0.2280836304
994	0.2279826496
995	0.2278905873
996	0.2277562864
997	0.2276195389
998	0.2274988219
999	0.2274021453
