iter	Logloss
254	0.3344888243
255	0.3342645012
256	0.3340454981
257	0.3337899226
258	0.3335707671
259	0.3334103385
260	0.3330710172
261	0.3328673063
262	0.3327143011
263	0.3323578864
264	0.3320498801
265	0.3318832068
266	0.3316644038
267	0.3314810898
268	0.3311539971
269	0.3308766101
270	0.3306629246
271	0.3304811876
272	0.3303199308
273	0.3301220024
274	0.3299703952
275	0.3297044072
276	0.3294782283
277	0.329207335
278	0.3290427894
279	0.3287987314
280	0.3286807971
281	0.3283870929
282	0.3282244848
283	0.3280180405
284	0.3278428616
285	0.3276325662
286	0.3273713069
287	0.327163166
288	0.3270183765
289	0.3268191103
290	0.326645776
291	0.3265199844
292	0.3262463223
293	0.326045757
294	0.3258658237
295	0.3257328321
296	0.3255878965
297	0.325389051
298	0.3252066358
299	0.3249303346
300	0.324749337
301	0.3245792171
302	0.3242457235
303	0.3239122707
304	0.3236467694
305	0.3235050579
306	0.3233155918
307	0.3231377396
308	0.3229026655
309	0.322659934
310	0.3224447136
311	0.3221431989
312	0.321765236
313	0.3215611151
314	0.3212520807
315	0.3210695253
316	0.3207877131
317	0.3206214399
318	0.3204119075
319	0.3201748026
320	0.3200422453
321	0.3198710023
322	0.3196205152
323	0.3194110989
324	0.3192289184
325	0.3189262253
326	0.3187599837
327	0.3185318735
328	0.3183695709
329	0.3182558095
330	0.3180966969
331	0.3178975135
332	0.3176235825
333	0.3174618848
334	0.3171664127
335	0.3170258098
336	0.3167961709
337	0.3166067241
338	0.3164021092
339	0.3161246419
340	0.3158490999
341	0.3157149314
342	0.3154368832
343	0.3151755769
344	0.3150212649
345	0.3147549602
346	0.3145780043
347	0.3144053228
348	0.3142632941
349	0.3139747608
350	0.3136795398
351	0.3135352395
352	0.3133389097
353	0.3132226013
354	0.313079487
355	0.3128200444
356	0.3125791837
357	0.3122940467
358	0.3121122677
359	0.3118766587
360	0.3116577125
361	0.3114455312
362	0.3112245154
363	0.3110255111
364	0.3108600922
365	0.3106509322
366	0.3105139696
367	0.3103444841
368	0.310210548
369	0.310081381
370	0.3099135501
371	0.3097673033
372	0.3096168345
373	0.3094546476
374	0.3093253758
375	0.3091174227
376	0.3089461692
377	0.3087528133
378	0.3085247107
379	0.3082493246
380	0.3080301396
381	0.3078604474
382	0.3076949588
383	0.3074808466
384	0.3072189246
385	0.3070488802
386	0.3069344888
387	0.3067878473
388	0.3066828041
389	0.3065317737
390	0.3062893459
391	0.3060989586
392	0.3059401563
393	0.3057812891
394	0.3055928521
395	0.3054127641
396	0.3052597215
397	0.3051238281
398	0.3049304722
399	0.3048176258
400	0.3046452882
401	0.3044830071
402	0.304347969
403	0.304062895
404	0.3038850628
405	0.3037015599
406	0.3035526089
407	0.3033106924
408	0.3031640095
409	0.3030566623
410	0.3028728065
411	0.3027547287
412	0.3025773492
413	0.302408785
414	0.3021828113
415	0.3019812631
416	0.3017608817
417	0.3015277564
418	0.3014021464
419	0.3011956363
420	0.3009542908
421	0.3007870519
422	0.3006154979
423	0.3005151401
424	0.3003623423
425	0.3002135476
426	0.3001125072
427	0.2998814015
428	0.299759919
429	0.2995059759
430	0.2992884052
431	0.2991282395
432	0.2989126142
433	0.2987303065
434	0.2985642623
435	0.2984420815
436	0.2982275157
437	0.2980754235
438	0.2979273561
439	0.2976110279
440	0.2974943003
441	0.2972730926
442	0.2970831313
443	0.2969121163
444	0.2967545737
445	0.2965815843
446	0.2964262266
447	0.2961908512
448	0.295913342
449	0.2957416229
450	0.2954530476
451	0.2953626067
452	0.2951920032
453	0.2949894
454	0.2948582399
455	0.2944680642
456	0.2942226214
457	0.293974938
458	0.2938892211
459	0.2937309524
460	0.2935877538
461	0.2934047172
462	0.293237489
463	0.2930798024
464	0.2928532993
465	0.2926570276
466	0.2925449266
467	0.2924262571
468	0.2922245081
469	0.2920537937
470	0.2919757816
471	0.2916722847
472	0.2915411131
473	0.2914142934
474	0.2912700489
475	0.291076175
476	0.2909265009
477	0.2907746208
478	0.2906222622
479	0.2903936204
480	0.29017621
481	0.2900009411
482	0.2898206455
483	0.2897158818
484	0.2895528133
485	0.2893984769
486	0.289237245
487	0.289098844
488	0.2889399311
489	0.2888148485
490	0.2886975145
491	0.288541899
492	0.2883148072
493	0.2881920897
494	0.2881093907
495	0.2879379703
496	0.2877717525
497	0.2875427452
498	0.2873489004
499	0.2871119068
500	0.2869114782
501	0.2867092252
502	0.2864988562
503	0.2862740398
504	0.2860572443
505	0.285803547
506	0.2855869163
507	0.2853567931
508	0.285194482
509	0.2850505089
510	0.2848991347
511	0.2847570931
512	0.2846650347
513	0.2845400335
514	0.2844121436
515	0.2842195378
516	0.2840623021
517	0.2839715234
518	0.2837757313
519	0.283598766
520	0.2834302935
521	0.2833229686
522	0.2832141646
523	0.2830653905
524	0.2829847241
525	0.2827832359
526	0.2825715446
527	0.2824100563
528	0.2822428108
529	0.2820481311
530	0.2818107849
531	0.2816544358
532	0.281518752
533	0.2813284659
534	0.2810766793
535	0.2809359592
536	0.2808314992
537	0.2806507976
538	0.2805215052
539	0.2804060725
540	0.2801782552
541	0.2800506692
542	0.2798461649
543	0.2797369655
544	0.2795533835
545	0.2794390283
546	0.2792642152
547	0.2790865912
548	0.2789487724
549	0.2788255043
550	0.2786552297
551	0.2784905083
552	0.278361908
553	0.2782357101
554	0.2780903964
555	0.2779177183
556	0.2778070249
557	0.2775797889
558	0.2774160155
559	0.2772939408
560	0.2771886607
561	0.2770636723
562	0.2769381568
563	0.2767511708
564	0.2765928476
565	0.276432644
566	0.276223104
567	0.2760711969
568	0.275910892
569	0.2757290697
570	0.2755528844
571	0.2754023814
572	0.2752944243
573	0.2751783655
574	0.2750019488
575	0.2748559289
576	0.2746812974
577	0.2744876079
578	0.2743354368
579	0.2741983062
580	0.2739981736
581	0.2738442255
582	0.2737008238
583	0.273550499
584	0.2734147959
585	0.2733147813
586	0.2731689383
587	0.2730872572
588	0.2729747218
589	0.2728339924
590	0.2726362748
591	0.2724939448
592	0.2722690779
593	0.2721666026
594	0.2720216871
595	0.2718710365
596	0.2717585523
597	0.2716102968
598	0.2714439441
599	0.271256814
600	0.2711508268
601	0.2710460363
602	0.2708542399
603	0.2707145748
604	0.2705488236
605	0.2703951267
606	0.2702645082
607	0.2700910636
608	0.2699749922
609	0.2698776471
610	0.2697328343
611	0.2694692582
612	0.2693559393
613	0.269247719
614	0.2690548909
615	0.2688703987
616	0.2686444745
617	0.2684762557
618	0.2683390218
619	0.2681095576
620	0.2679342257
621	0.2678318828
622	0.2677323472
623	0.267623414
624	0.2674620079
625	0.2673524651
626	0.2672033179
627	0.2670326846
628	0.2669125074
629	0.2668287711
630	0.2666940276
631	0.2665465929
632	0.2664028642
633	0.2662496814
634	0.266079689
635	0.2659988977
636	0.2658531545
637	0.2657305203
638	0.2656025601
639	0.265480016
640	0.2653224534
641	0.2651599562
642	0.2650383343
643	0.264939982
644	0.264780153
645	0.2646687474
646	0.2645401582
647	0.2644115749
648	0.2642567552
649	0.2641469794
650	0.2639818441
651	0.2638043599
652	0.2636417488
653	0.2634595605
654	0.2633284596
655	0.2632302372
656	0.2630441044
657	0.2629117654
658	0.2628112953
659	0.2627101816
660	0.2625594647
661	0.26245204
662	0.2623523617
663	0.2621852446
664	0.2621139819
665	0.2620286236
666	0.2618647171
667	0.2617500854
668	0.2615999839
669	0.2614228053
670	0.2612168733
671	0.2610628231
672	0.2609406249
673	0.2608605614
674	0.2607269338
675	0.2605952037
676	0.2604440976
677	0.2603559826
678	0.2602216771
679	0.2600912785
680	0.2599502196
681	0.259785638
682	0.2596751219
683	0.2595713336
684	0.259464225
685	0.2593429488
686	0.2591725614
687	0.2589376692
688	0.2587887594
689	0.2586376889
690	0.2585009616
691	0.2583779984
692	0.2582219517
693	0.2580619763
694	0.2579508514
695	0.257861551
696	0.2577288804
697	0.2575037257
698	0.2573814185
699	0.2572530877
700	0.2571128241
701	0.2570345912
702	0.2568727443
703	0.2566908793
704	0.2565489466
705	0.2563756832
706	0.256295541
707	0.2561638348
708	0.2560487343
709	0.2558844797
710	0.2557705026
711	0.2555948198
712	0.2554989781
713	0.2553554443
714	0.255229436
715	0.2550567493
716	0.2549054782
717	0.2547204259
718	0.2545818744
719	0.2544688944
720	0.2543743182
721	0.2542385547
722	0.2540862148
723	0.2539519589
724	0.2538329721
725	0.2536767018
726	0.2535154845
727	0.2533846592
728	0.2532473776
729	0.2531407591
730	0.2529944089
731	0.2528123157
732	0.2526380185
733	0.2524905797
734	0.2523457851
735	0.2521792002
736	0.2520919522
737	0.251935541
738	0.2518403809
739	0.2517431422
740	0.2516288546
741	0.2514989401
742	0.2513277958
743	0.2512324044
744	0.2511531559
745	0.2510115094
746	0.2508661612
747	0.250735077
748	0.2505250906
749	0.2503902483
750	0.2502100194
751	0.2501509339
752	0.2500468995
753	0.2499068037
754	0.2497690873
755	0.2496355111
756	0.2495146205
757	0.249323926
758	0.2492250321
759	0.2491379303
760	0.2490321348
761	0.2489182024
762	0.2487950338
763	0.2486642555
764	0.248555435
765	0.2484483654
766	0.2483026473
767	0.2482127834
768	0.2480738921
769	0.2479495676
770	0.2478433018
771	0.2477220118
772	0.24760673
773	0.2474840582
774	0.2473699879
775	0.2472547656
776	0.247057787
777	0.246850731
778	0.2467383088
779	0.2466219437
780	0.2464790423
781	0.246365796
782	0.2462816545
783	0.2461644463
784	0.2460774857
785	0.2459779277
786	0.245796099
787	0.2456734063
788	0.2455645211
789	0.2454375664
790	0.2453109628
791	0.245176742
792	0.2450508228
793	0.244941547
794	0.2448395511
795	0.2446598716
796	0.2445423264
797	0.2444298414
798	0.2443225127
799	0.2442625018
800	0.2440965673
801	0.2439708484
802	0.2438541305
803	0.243736948
804	0.2436091044
805	0.2434466693
806	0.2433229072
807	0.2431853088
808	0.2429981626
809	0.2428894384
810	0.2427923623
811	0.2425778318
812	0.2424636367
813	0.242357387
814	0.2422653812
815	0.2421297917
816	0.2420105388
817	0.2419072954
818	0.2418272887
819	0.2416974833
820	0.2415663587
821	0.2414023617
822	0.241253779
823	0.2411963819
824	0.2411029677
825	0.241039637
826	0.2409368323
827	0.2407990021
828	0.2407235271
829	0.2406333774
830	0.2405125363
831	0.2404323731
832	0.2403025326
833	0.2401393761
834	0.2399706082
835	0.2398780422
836	0.2397389246
837	0.2396255657
838	0.2394900738
839	0.2393882989
840	0.2392715352
841	0.2391677413
842	0.2390443659
843	0.2389334385
844	0.238842392
845	0.2386934374
846	0.2385771108
847	0.2384755669
848	0.2383649784
849	0.2382486275
850	0.2380537759
851	0.2379708101
852	0.2378661549
853	0.2377703056
854	0.2376428494
855	0.2375112065
856	0.2373804546
857	0.2372270707
858	0.2370836323
859	0.2369993914
860	0.2368751955
861	0.2367941144
862	0.2366006649
863	0.2364852278
864	0.2363740328
865	0.2361867782
866	0.2360385291
867	0.2359177607
868	0.2357469672
869	0.2356389508
870	0.2355333246
871	0.2354146351
872	0.2353072444
873	0.2351972334
874	0.235115714
875	0.2349823912
876	0.234848853
877	0.2347515337
878	0.2345867623
879	0.2344242226
880	0.234315235
881	0.234212301
882	0.2340734004
883	0.233986163
884	0.2338304863
885	0.2337205744
886	0.2336097687
887	0.233503211
888	0.2333850854
889	0.2332474415
890	0.2331033322
891	0.2329622828
892	0.2328511738
893	0.2327551
894	0.2326181738
895	0.2324506373
896	0.2323085258
897	0.2322311127
898	0.2321085935
899	0.2319527996
900	0.2318690984
901	0.2317714331
902	0.2317197527
903	0.2316066036
904	0.2314671394
905	0.2313508106
906	0.231240159
907	0.2311297693
908	0.2309815785
909	0.2308886723
910	0.2307958531
911	0.2306961907
912	0.2306172963
913	0.2303819842
914	0.2302385453
915	0.2300934123
916	0.229925862
917	0.2298096382
918	0.2297295226
919	0.229648769
920	0.2295211489
921	0.2294538391
922	0.2292853963
923	0.2291430142
924	0.2290444695
925	0.2289290998
926	0.2287250026
927	0.2286774421
928	0.2285947421
929	0.2285057212
930	0.2284127467
931	0.2283520234
932	0.2282714898
933	0.228129137
934	0.2280621413
935	0.2279883649
936	0.2279050289
937	0.2278286812
938	0.2277360948
939	0.2276291983
940	0.2275224686
941	0.2274235513
942	0.2272784589
943	0.2271588861
944	0.2270534994
945	0.2268893288
946	0.226754022
947	0.226651724
948	0.2265470633
949	0.2264493427
950	0.2262784608
951	0.226198669
952	0.2260915458
953	0.2259774369
954	0.2258890411
955	0.2257657255
956	0.2255890061
957	0.2254946517
958	0.2254148324
959	0.2253120847
960	0.2251964577
961	0.2250955709
962	0.2250123633
963	0.2248285424
964	0.2247174002
965	0.2246265965
966	0.2245734897
967	0.2244697309
968	0.2243054197
969	0.2241330741
970	0.2240200801
971	0.2239047955
972	0.2238278317
973	0.2237545643
974	0.2236494623
975	0.2235248285
976	0.2234409964
977	0.2233224127
978	0.2232214839
979	0.2231487934
980	0.2230297671
981	0.2228770942
982	0.2227014143
983	0.2225896734
984	0.2224964806
985	0.222412905
986	0.2223249684
987	0.2222145503
988	0.2221201152
989	0.2219962957
990	0.2218396988
991	0.2217132649
992	0.221640263
993	0.2215719479
994	0.2214766922
995	0.2213633769
996	0.2212807956
997	0.2211765269
998	0.2210538924
999	0.2209509825
